23,Kentucky,493,45,47,49,47,52,56,56,57,63,64,67,47,73,73,78,79,82,88,92,98,103,100,46,44,45,46,45,47,45
24,Minnesota,1280,61,43,43,40,40,39,38,39,37,37,36,56,36,37,38,38,36,38,37,35,36,38,58,55,56,52,48,47,46
25,Oklahoma,358,12,16,17,17,19,20,20,22,23,25,27,12,27,30,34,33,35,39,40,43,45,44,13,13,12,14,14,15,15
26,Pennsylvania,6113,71,51,48,45,44,43,45,43,42,42,37,70,41,43,43,40,40,41,38,40,39,41,69,65,60,58,55,54,49
27,South Carolina,588,62,61,64,69,74,83,90,96,104,116,121,62,138,147,159,173,184,205,235,244,273,277,64,63,59,58,59,59,59
28,District of Columbia,502,12,7,6,6,5,5,5,4,4,4,4,11,4,4,3,4,3,3,3,3,3,3,10,10,9,9,7,7,7
29,Kansas,243,7,1,1,1,1,0,1,1,0,0,1,6,0,0,1,0,0,0,0,0,0,0,5,5,4,3,3,2,2
30,Missouri,865,23,19,19,18,17,17,18,17,18,17,18,25,19,17,18,18,17,17,19,18,18,18,23,23,22,20,20,20,20
31,Vermont,55,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
32,Virginia,1520,150,112,109,104,103,99,100,98,99,94,96,143,91,88,91,91,87,90,88,86,89,85,138,134,130,128,123,117,113
33,Connecticut,4146,53,29,27,27,25,24,23,22,22,21,20,50,19,18,19,18,17,16,17,15,15,14,46,44,40,37,34,32,30
34,Iowa,640,39,41,41,41,42,44,44,45,44,46,47,40,47,46,52,47,49,50,50,53,52,55,39,39,39,40,40,41,40
35,Louisiana,2987,54,47,48,48,51,54,58,56,58,60,64,53,69,68,75,74,76,83,89,93,91,97,51,51,50,46,46,46,47
36,Ohio,2492,70,48,46,45,44,45,41,41,41,40,40,66,38,38,38,39,39,36,37,38,35,36,66,62,57,57,54,53,49
37,Michigan,5985,113,55,56,55,56,58,58,58,59,61,63,101,64,62,67,65,67,70,71,71,75,76,96,87,76,70,62,57,54
38,South Dakota,73,3,3,2,2,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,3,3,3,2,2,2,3
39,Arkansas,171,32,24,23,23,24,24,26,27,27,30,30,33,33,32,35,34,37,37,37,41,43,42,34,31,28,27,24,24,23
40,Delaware,414,9,7,6,7,6,7,5,6,6,5,5,9,5,6,5,5,5,5,5,4,5,4,8,8,8,8,8,8,7
41,Mississippi,868,44,37,40,36,40,41,38,42,41,44,41,44,42,46,45,49,47,46,52,53,51,52,45,43,42,41,39,39,39
42,New Mexico,420,18,17,16,17,17,16,17,18,18,17,17,18,17,17,18,17,18,18,17,18,19,18,18,17,18,17,17,16,17
43,North Dakota,74,2,1,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,1
44,Wyoming,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Alaska,11,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
46,Maine,100,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,3,3,3,3,4,4
47,Alabama,755,48,46,46,44,46,46,49,48,50,48,52,48,52,52,55,54,58,59,58,58,62,66,50,49,49,46,48,46,45
48,Idaho,85,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0
49,Montana,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
50,Puerto Rico,144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
