37,Michigan,6061,38,11,10,8,7,7,7,6,7,7,6,33,6,6,6,6,6,6,6,6,7,6,27,24,22,18,15,13,11
38,South Dakota,78,3,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,3,3,3,2,2,2,2,2
39,Arkansas,208,45,48,53,53,58,63,64,72,71,75,78,45,81,85,86,93,92,91,93,95,94,96,46,43,44,44,44,46,46
40,Delaware,431,8,3,3,3,2,3,2,2,2,2,2,8,2,2,2,2,2,1,2,2,2,2,7,7,6,5,5,4,3
41,Mississippi,938,44,39,41,43,44,47,47,49,51,51,59,42,61,57,58,60,62,63,63,65,67,67,43,43,41,41,40,40,38
42,New Mexico,456,15,12,13,12,13,13,12,12,12,12,12,15,11,12,12,11,12,11,11,11,11,11,16,15,14,14,14,13,12
43,North Dakota,75,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
44,Wyoming,18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
45,Alaska,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
46,Maine,102,4,2,2,1,1,2,2,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,3,3,2,2,2,2,2
47,Alabama,810,94,79,84,91,91,98,101,108,110,118,129,94,132,133,141,146,145,147,151,149,150,154,89,86,82,79,78,77,76
48,Idaho,89,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1
49,Montana,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Puerto Rico,147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,88,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
