14,New Hampshire,339,3,2,4,4,4,3,4,4,4,4,4,5,3,5,5,5,5,5,5,5,4,5,5,3,3,3,3,4,3
15,North Carolina,1245,187,64,268,297,320,355,400,449,503,546,603,638,191,700,730,773,798,815,843,859,868,912,879,196,191,192,213,222,245
16,New Jersey,14802,52,19,29,27,25,25,24,24,23,23,22,23,50,23,23,22,23,22,23,22,21,21,21,48,46,40,35,32,30
17,Colorado,1647,34,6,24,24,23,23,23,23,23,24,25,25,34,23,25,25,24,26,25,26,26,26,26,32,31,29,29,25,25
18,Maryland,3066,78,17,49,48,45,45,42,40,38,38,38,36,76,36,35,34,32,31,31,31,31,31,32,70,68,65,58,53,52
19,Nevada,487,39,10,60,63,69,78,86,92,104,109,120,123,41,133,138,144,151,152,161,155,161,167,171,43,42,44,48,50,55
20,Tennessee,526,52,23,57,61,63,65,71,71,75,79,80,83,53,86,90,90,98,92,98,102,103,99,102,52,53,52,53,54,54
21,Hawaii,17,1,1,4,4,5,6,8,10,12,15,17,20,1,20,23,23,25,26,24,27,27,27,31,1,1,1,2,2,3
22,Indiana,2540,57,13,45,46,45,48,45,45,47,46,50,52,58,51,48,50,50,48,50,50,52,51,54,55,53,51,48,45,48
23,Kentucky,526,41,4,34,35,36,38,37,36,40,43,41,40,40,43,46,43,48,46,46,48,49,47,51,40,38,38,34,35,36
24,Minnesota,1412,48,12,29,27,26,25,26,25,24,24,26,26,47,26,25,25,27,26,27,27,26,26,26,45,44,40,33,31,30
25,Oklahoma,369,39,9,55,60,66,74,83,94,103,116,119,133,42,140,148,158,162,168,168,176,184,181,184,42,44,42,45,44,49
26,Pennsylvania,6423,60,24,38,37,33,34,35,35,34,34,35,36,59,36,35,36,38,36,37,37,37,37,37,59,55,50,43,41,38
27,South Carolina,653,124,32,140,149,158,171,189,210,227,246,265,274,129,305,304,316,336,334,356,357,365,380,373,130,128,124,123,125,130
28,District of Columbia,533,8,2,6,6,5,5,5,5,4,4,4,4,7,4,3,4,4,4,3,4,4,4,3,7,7,7,6,6,5
29,Kansas,257,11,3,8,8,9,10,11,12,13,15,16,17,10,17,18,21,19,22,22,22,23,24,22,10,10,10,8,8,8
30,Missouri,975,28,9,35,39,42,45,55,61,67,73,83,88,30,90,95,98,104,107,114,114,113,121,119,30,29,30,30,31,33
31,Vermont,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Virginia,1611,109,20,69,69,63,62,61,64,63,61,66,66,112,63,68,65,66,69,68,65,72,68,73,111,107,101,86,81,72
33,Connecticut,4260,36,8,22,21,20,18,19,17,17,16,16,15,35,15,14,15,15,14,14,14,15,14,13,36,33,30,26,23,24
34,Iowa,686,36,7,28,30,30,33,33,35,40,40,44,46,35,47,49,48,53,52,54,54,58,57,55,34,33,30,29,27,30
35,Louisiana,3105,76,15,58,58,60,63,70,75,80,87,91,96,79,101,105,110,112,112,116,117,125,122,126,78,72,68,59,56,57
36,Ohio,2700,78,20,85,91,96,101,110,120,129,134,142,145,81,161,162,168,175,178,184,191,190,199,194,78,81,78,80,81,82
37,Michigan,6090,36,12,18,17,14,14,14,14,14,13,14,14,37,15,15,14,15,14,14,14,16,15,15,35,32,28,23,22,19
38,South Dakota,81,2,1,2,2,2,2,2,2,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1
39,Arkansas,225,50,16,66,74,82,90,105,118,130,148,155,164,49,179,192,202,209,215,222,227,234,227,237,48,48,47,50,54,58
40,Delaware,435,9,2,6,5,5,5,4,5,5,4,4,5,10,5,5,4,4,5,4,4,4,4,4,8,8,8,7,7,6
41,Mississippi,938,28,7,18,18,19,20,18,17,20,18,18,20,24,18,19,17,18,19,19,19,18,20,19,22,21,20,19,17,17
42,New Mexico,469,16,2,9,9,9,9,8,8,10,8,9,8,15,8,8,8,8,8,8,8,8,9,8,15,13,13,11,11,10
43,North Dakota,77,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
44,Wyoming,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
45,Alaska,12,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
46,Maine,102,4,0,2,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,0,3,3,3,2,2,2
47,Alabama,839,96,26,71,74,74,78,85,86,92,95,97,105,98,107,111,115,119,117,115,120,122,126,125,92,87,82,71,75,71
48,Idaho,89,4,0,1,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,4,3,3,2,1,1
49,Montana,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Puerto Rico,149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,89,3,0,1,1,1,1,1,1,2,1,2,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,1,1,1
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
