13,Georgia,3003,262,253,246,226,196,202,208,215,221,237,247,260,265,286,290,321,329,344,370,378,401,425,439,446,457,470,464,487,485,489
14,New Hampshire,391,7,1,0,0,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
15,North Carolina,1522,171,162,150,143,147,150,153,156,157,169,172,177,179,190,195,216,231,243,249,259,266,291,297,311,309,323,327,339,327,336
16,New Jersey,15525,178,130,90,67,78,76,76,79,81,82,85,87,89,92,93,98,104,106,110,112,117,120,127,126,136,136,138,139,139,142
17,Colorado,1725,68,68,69,66,59,64,69,73,74,81,85,89,93,100,101,114,128,132,136,144,153,164,174,184,179,181,190,199,195,194
18,Maryland,3319,77,64,51,44,60,62,64,65,66,69,74,72,76,79,82,90,93,97,101,105,114,119,125,122,130,131,131,130,141,130
19,Nevada,593,61,57,50,46,65,65,68,70,70,73,72,73,75,76,76,74,81,81,80,82,83,85,88,89,88,88,93,91,92,91
20,Tennessee,741,121,112,100,96,54,56,57,57,59,64,64,69,72,74,76,82,87,92,94,94,102,103,107,112,113,117,119,122,119,122
21,Hawaii,19,0,0,2,1,3,3,2,3,3,3,4,4,5,5,6,6,7,8,8,9,9,10,11,11,11,12,13,14,13,14
22,Indiana,2760,49,54,60,62,45,48,51,53,56,62,67,70,75,83,90,109,112,128,135,145,150,174,178,183,196,196,210,214,210,211
23,Kentucky,625,16,16,16,17,10,12,12,13,15,16,17,19,20,21,22,28,28,32,33,34,39,43,43,43,46,46,48,51,50,48
24,Minnesota,1540,61,65,74,82,40,40,47,48,50,57,62,64,70,78,85,102,114,127,133,144,151,169,182,190,197,200,206,205,218,224
25,Oklahoma,422,33,33,32,33,38,40,42,42,45,47,49,53,55,59,63,73,73,81,82,89,93,101,106,109,108,111,114,113,117,119
26,Pennsylvania,6904,124,103,94,82,63,63,64,65,67,70,73,76,76,83,86,94,100,106,118,121,135,142,147,151,149,157,163,171,167,174
27,South Carolina,961,174,154,139,129,67,65,66,69,72,76,76,80,82,86,87,90,98,99,104,101,111,116,114,120,119,119,123,122,122,127
28,District of Columbia,568,11,8,7,7,4,4,5,5,4,5,6,6,6,7,7,8,8,9,9,10,10,11,12,13,13,13,14,13,13,14
29,Kansas,297,37,34,29,29,16,16,17,18,17,20,21,21,22,23,23,24,27,26,29,30,29,32,33,31,37,35,35,34,37,37
30,Missouri,1092,52,49,45,49,34,36,39,39,41,45,46,48,51,52,56,68,70,80,80,87,89,97,100,106,110,109,114,113,115,119
31,Vermont,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
32,Virginia,1966,58,60,61,64,49,52,53,55,58,65,69,72,76,81,87,97,106,116,117,135,143,150,164,168,168,173,179,187,190,193
33,Connecticut,4348,19,11,7,1,14,13,13,12,12,11,11,11,10,10,11,9,9,8,8,8,7,8,7,7,7,7,8,7,7,7
34,Iowa,752,42,38,40,38,32,35,38,39,41,42,47,48,50,53,53,61,64,66,71,74,76,83,85,89,89,88,90,95,94,96
35,Louisiana,3416,118,131,134,140,139,148,158,164,173,192,197,206,221,229,247,271,287,302,327,320,341,373,381,397,397,410,424,427,437,430
36,Ohio,3058,158,139,124,116,105,110,115,119,123,130,137,140,146,152,155,171,186,190,212,216,221,242,250,251,255,265,267,278,275,277
37,Michigan,6314,67,65,55,55,37,39,42,45,46,51,53,56,61,63,67,76,81,84,88,93,94,105,110,113,114,117,117,120,125,125
38,South Dakota,109,0,0,0,0,4,4,4,5,5,5,5,5,5,6,5,6,6,6,6,7,7,8,8,8,8,8,8,9,8,9
39,Arkansas,321,37,33,26,22,25,27,28,30,31,32,32,35,36,37,40,41,44,46,50,52,52,58,56,61,60,63,62,61,63,58
40,Delaware,517,12,7,3,0,10,9,10,9,8,9,9,9,8,9,8,8,7,8,7,8,8,8,7,7,7,7,8,7,8,7
41,Mississippi,1249,49,38,25,16,49,51,50,52,54,56,57,57,59,65,63,68,70,72,74,73,77,78,86,86,85,87,87,88,87,85
42,New Mexico,545,17,14,8,7,28,28,28,30,28,28,28,29,28,31,30,31,33,33,35,35,36,38,39,39,41,41,40,40,40,42
43,North Dakota,87,7,7,7,6,2,2,2,2,2,3,3,3,3,4,4,5,5,4,5,6,6,6,6,7,7,7,7,7,8,7
44,Wyoming,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1
45,Alaska,17,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5,6,5,6,6,6,6,6,6,7
46,Maine,114,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Alabama,1121,130,120,107,94,48,51,52,54,56,59,63,63,66,67,68,75,78,82,85,92,91,96,99,99,105,106,108,112,114,110
48,Idaho,102,15,17,21,21,8,8,8,9,10,11,11,12,12,12,13,14,16,17,18,20,20,21,21,21,23,23,24,24,26,24
49,Montana,29,7,10,15,18,3,3,3,4,4,5,5,6,6,6,8,10,12,12,14,16,17,21,22,23,24,24,26,27,27,26
50,Puerto Rico,167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,96,6,11,19,21,8,8,9,9,10,12,15,16,18,21,23,29,35,40,44,51,52,60,66,66,71,71,75,77,80,81
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
