id,Country,2020-09-12,2020-09-19,2020-09-26,2020-10-03,2020-10-10,2020-10-17,2020-10-24,2020-10-31,2020-11-07,2020-11-14,2020-11-21,2020-11-28,2020-12-05,2020-12-12,2020-12-19
173,"Kosovo",488,488,488,488,488,488,488,488,488,488,488,488,488,488,488
174,"Burma",18,35,71,130,234,417,735,1283,2208,3717,6048,9362,13552,18121,22351
175,"MS Zaandam",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
176,"Botswana",10,13,20,30,45,67,97,139,193,260,337,416,493,559,613
177,"Burundi",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
178,"Sierra Leone",73,74,75,76,77,78,79,81,82,83,84,85,86,87,88
179,"Malawi",176,177,178,178,178,178,178,178,178,178,178,178,179,179,179
180,"South Sudan",50,52,54,56,59,61,65,68,72,77,82,87,93,100,108
181,"Western Sahara",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
182,"Sao Tome and Principe",15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
183,"Yemen",579,585,591,596,600,604,607,610,613,615,617,619,620,622,623
