PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Maryland,2021,46,X,1.88227,X,X,X,X,X,X,848,72,45052
States,Massachusetts,2021,46,X,1.56633,X,X,X,X,X,X,1150,93,73420
States,Michigan,2021,46,X,1.8496,X,X,X,X,X,X,1493,155,80720
States,Minnesota,2021,46,X,4.21941,X,X,X,X,X,X,1720,75,40764
States,Mississippi,2021,46,X,3.8602,X,X,X,X,X,X,592,36,15336
States,Missouri,2021,46,X,1.86786,X,X,X,X,X,X,549,49,29392
States,Montana,2021,46,X,1.85266,X,X,X,X,X,X,127,30,6855
States,Nebraska,2021,46,X,2.38732,X,X,X,X,X,X,357,75,14954
States,Nevada,2021,46,X,1.85384,X,X,X,X,X,X,207,25,11166
States,New Hampshire,2021,46,X,0.381841,X,X,X,X,X,X,9,11,2357
States,New Jersey,2021,46,X,3.51875,X,X,X,X,X,X,1002,36,28476
States,New Mexico,2021,46,X,4.10173,X,X,X,X,X,X,887,39,21625
States,New York,2021,46,X,2.3807,X,X,X,X,X,X,1371,125,57588
States,North Carolina,2021,46,X,1.48564,X,X,X,X,X,X,1357,148,91341
States,North Dakota,2021,46,X,1.90779,X,X,X,X,X,X,60,9,3145
States,Ohio,2021,46,X,3.13049,X,X,X,X,X,X,1515,91,48395
States,Oklahoma,2021,46,X,1.89817,X,X,X,X,X,X,192,23,10115
States,Oregon,2021,46,X,1.237,X,X,X,X,X,X,459,79,37106
States,Pennsylvania,2021,46,X,2.03356,X,X,X,X,X,X,1396,97,68648
States,Rhode Island,2021,46,X,2.87348,X,X,X,X,X,X,417,28,14512
States,South Carolina,2021,46,X,1.9612,X,X,X,X,X,X,643,41,32786
States,South Dakota,2021,46,X,1.23561,X,X,X,X,X,X,117,30,9469
States,Tennessee,2021,46,X,2.47166,X,X,X,X,X,X,870,102,35199
States,Texas,2021,46,X,3.38916,X,X,X,X,X,X,1811,73,53435
States,Utah,2021,46,X,3.10051,X,X,X,X,X,X,641,47,20674
States,Vermont,2021,46,X,1.28423,X,X,X,X,X,X,68,14,5295
States,Virginia,2021,46,X,2.37955,X,X,X,X,X,X,2432,165,102204
States,Washington,2021,46,X,1.80753,X,X,X,X,X,X,574,70,31756
States,West Virginia,2021,46,X,1.0863,X,X,X,X,X,X,143,41,13164
States,Wisconsin,2021,46,X,1.16198,X,X,X,X,X,X,249,34,21429
States,Wyoming,2021,46,X,2.69956,X,X,X,X,X,X,93,13,3445
States,Commonwealth of the Northern Mariana Islands,2021,46,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2021,46,X,7.56935,X,X,X,X,X,X,161,8,2127
States,Virgin Islands,2021,46,X,0.574713,X,X,X,X,X,X,8,4,1392
States,New York City,2021,46,X,2.09539,X,X,X,X,X,X,1622,30,77408
States,Alabama,2021,47,X,2.54058,X,X,X,X,X,X,1011,94,39794
States,Alaska,2021,47,X,1.18649,X,X,X,X,X,X,39,12,3287
States,Arizona,2021,47,X,3.11502,X,X,X,X,X,X,312,32,10016
States,Arkansas,2021,47,X,2.79376,X,X,X,X,X,X,408,55,14604
States,California,2021,47,X,2.00482,X,X,X,X,X,X,2073,161,103401
States,Colorado,2021,47,X,2.45693,X,X,X,X,X,X,887,82,36102
States,Connecticut,2021,47,X,1.98943,X,X,X,X,X,X,888,74,44636
States,Delaware,2021,47,X,1.29219,X,X,X,X,X,X,98,16,7584
States,District of Columbia,2021,47,X,4.82759,X,X,X,X,X,X,77,1,1595
States,Florida,2021,47,X,3.47118,X,X,X,X,X,X,7456,358,214797
States,Georgia,2021,47,X,3.53354,X,X,X,X,X,X,2438,109,68996
States,Hawaii,2021,47,X,1.44828,X,X,X,X,X,X,21,14,1450
States,Idaho,2021,47,X,1.81143,X,X,X,X,X,X,161,35,8888
States,Illinois,2021,47,X,1.75742,X,X,X,X,X,X,1169,184,66518
States,Indiana,2021,47,X,1.96031,X,X,X,X,X,X,982,106,50094
States,Iowa,2021,47,X,2.39755,X,X,X,X,X,X,86,16,3587
States,Kansas,2021,47,X,1.44125,X,X,X,X,X,X,203,31,14085
States,Kentucky,2021,47,X,2.24954,X,X,X,X,X,X,752,85,33429
States,Louisiana,2021,47,X,1.64779,X,X,X,X,X,X,659,92,39993
States,Maine,2021,47,X,2.01712,X,X,X,X,X,X,245,41,12146
States,Maryland,2021,47,X,2.00656,X,X,X,X,X,X,808,71,40268
States,Massachusetts,2021,47,X,2.00593,X,X,X,X,X,X,1258,93,62714
States,Michigan,2021,47,X,1.61121,X,X,X,X,X,X,1194,155,74106
States,Minnesota,2021,47,X,5.29403,X,X,X,X,X,X,1453,73,27446
States,Mississippi,2021,47,X,3.77907,X,X,X,X,X,X,481,35,12728
States,Missouri,2021,47,X,2.0005,X,X,X,X,X,X,557,49,27843
States,Montana,2021,47,X,1.66534,X,X,X,X,X,X,105,30,6305
States,Nebraska,2021,47,X,2.88297,X,X,X,X,X,X,370,75,12834
States,Nevada,2021,47,X,2.36619,X,X,X,X,X,X,229,25,9678
States,New Hampshire,2021,47,X,0.530504,X,X,X,X,X,X,6,11,1131
States,New Jersey,2021,47,X,3.71823,X,X,X,X,X,X,986,35,26518
States,New Mexico,2021,47,X,4.31852,X,X,X,X,X,X,865,40,20030
States,New York,2021,47,X,2.36538,X,X,X,X,X,X,1244,126,52592
States,North Carolina,2021,47,X,1.58873,X,X,X,X,X,X,1310,147,82456
States,North Dakota,2021,47,X,2.44294,X,X,X,X,X,X,76,9,3111
States,Ohio,2021,47,X,3.55792,X,X,X,X,X,X,1496,91,42047
States,Oklahoma,2021,47,X,1.63095,X,X,X,X,X,X,156,21,9565
States,Oregon,2021,47,X,1.43278,X,X,X,X,X,X,506,89,35316
States,Pennsylvania,2021,47,X,1.8719,X,X,X,X,X,X,1181,97,63091
States,Rhode Island,2021,47,X,1.13422,X,X,X,X,X,X,132,28,11638
States,South Carolina,2021,47,X,2.51547,X,X,X,X,X,X,740,41,29418
States,South Dakota,2021,47,X,1.43821,X,X,X,X,X,X,113,31,7857
States,Tennessee,2021,47,X,2.23907,X,X,X,X,X,X,685,109,30593
States,Texas,2021,47,X,3.14017,X,X,X,X,X,X,1404,71,44711
States,Utah,2021,47,X,3.51876,X,X,X,X,X,X,606,47,17222
States,Vermont,2021,47,X,1.20797,X,X,X,X,X,X,60,14,4967
States,Virginia,2021,47,X,2.6005,X,X,X,X,X,X,2486,165,95597
States,Washington,2021,47,X,1.65177,X,X,X,X,X,X,464,70,28091
States,West Virginia,2021,47,X,1.12346,X,X,X,X,X,X,91,39,8100
States,Wisconsin,2021,47,X,1.46954,X,X,X,X,X,X,289,34,19666
States,Wyoming,2021,47,X,1.27977,X,X,X,X,X,X,36,13,2813
States,Commonwealth of the Northern Mariana Islands,2021,47,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2021,47,X,6.15942,X,X,X,X,X,X,119,8,1932
States,Virgin Islands,2021,47,X,0.350631,X,X,X,X,X,X,5,4,1426
States,New York City,2021,47,X,2.25518,X,X,X,X,X,X,1560,30,69174
States,Alabama,2021,48,X,2.4477,X,X,X,X,X,X,1321,110,53969
States,Alaska,2021,48,X,1.84157,X,X,X,X,X,X,63,12,3421
States,Arizona,2021,48,X,2.60259,X,X,X,X,X,X,319,30,12257
States,Arkansas,2021,48,X,2.69342,X,X,X,X,X,X,502,57,18638
States,California,2021,48,X,1.90704,X,X,X,X,X,X,2358,159,123647
States,Colorado,2021,48,X,2.58523,X,X,X,X,X,X,1120,82,43323
States,Connecticut,2021,48,X,2.33014,X,X,X,X,X,X,1200,75,51499
States,Delaware,2021,48,X,1.51265,X,X,X,X,X,X,156,16,10313
States,District of Columbia,2021,48,X,4.46643,X,X,X,X,X,X,149,1,3336
States,Florida,2021,48,X,3.38284,X,X,X,X,X,X,7983,357,235985
States,Georgia,2021,48,X,3.54167,X,X,X,X,X,X,2835,109,80047
States,Hawaii,2021,48,X,1.43443,X,X,X,X,X,X,14,11,976
States,Idaho,2021,48,X,1.72521,X,X,X,X,X,X,166,34,9622
States,Illinois,2021,48,X,1.74822,X,X,X,X,X,X,1487,186,85058
States,Indiana,2021,48,X,2.27581,X,X,X,X,X,X,1325,106,58221
States,Iowa,2021,48,X,2.05548,X,X,X,X,X,X,143,17,6957
States,Kansas,2021,48,X,1.8314,X,X,X,X,X,X,345,32,18838
States,Kentucky,2021,48,X,2.60805,X,X,X,X,X,X,983,80,37691
States,Louisiana,2021,48,X,1.81709,X,X,X,X,X,X,785,92,43201
States,Maine,2021,48,X,1.9305,X,X,X,X,X,X,285,52,14763
States,Maryland,2021,48,X,1.30662,X,X,X,X,X,X,135,28,10332
States,Massachusetts,2021,48,X,2.53869,X,X,X,X,X,X,1898,93,74763
States,Michigan,2021,48,X,1.5486,X,X,X,X,X,X,1227,155,79233
States,Minnesota,2021,48,X,4.34585,X,X,X,X,X,X,1722,75,39624
States,Mississippi,2021,48,X,3.45276,X,X,X,X,X,X,478,33,13844
States,Missouri,2021,48,X,2.40304,X,X,X,X,X,X,772,49,32126
States,Montana,2021,48,X,1.33177,X,X,X,X,X,X,91,30,6833
States,Nebraska,2021,48,X,3.08425,X,X,X,X,X,X,492,75,15952
States,Nevada,2021,48,X,2.33819,X,X,X,X,X,X,263,25,11248
States,New Hampshire,2021,48,X,0.927214,X,X,X,X,X,X,20,11,2157
States,New Jersey,2021,48,X,4.22809,X,X,X,X,X,X,1262,35,29848
States,New Mexico,2021,48,X,4.99917,X,X,X,X,X,X,1205,42,24104
States,New York,2021,48,X,2.88108,X,X,X,X,X,X,1592,126,55257
States,North Carolina,2021,48,X,2.01101,X,X,X,X,X,X,1943,146,96618
States,North Dakota,2021,48,X,1.98772,X,X,X,X,X,X,68,9,3421
States,Ohio,2021,48,X,3.37166,X,X,X,X,X,X,1730,94,51310
States,Oklahoma,2021,48,X,1.80039,X,X,X,X,X,X,184,22,10220
States,Oregon,2021,48,X,1.4917,X,X,X,X,X,X,588,88,39418
States,Pennsylvania,2021,48,X,2.01044,X,X,X,X,X,X,1410,97,70134
States,Rhode Island,2021,48,X,1.39695,X,X,X,X,X,X,183,27,13100
States,South Carolina,2021,48,X,2.83888,X,X,X,X,X,X,995,41,35049
States,South Dakota,2021,48,X,1.18974,X,X,X,X,X,X,116,31,9750
States,Tennessee,2021,48,X,2.74936,X,X,X,X,X,X,1040,110,37827
States,Texas,2021,48,X,2.49466,X,X,X,X,X,X,1331,73,53354
States,Utah,2021,48,X,2.73421,X,X,X,X,X,X,584,47,21359
States,Vermont,2021,48,X,1.15473,X,X,X,X,X,X,60,13,5196
States,Virginia,2021,48,X,2.92979,X,X,X,X,X,X,3094,163,105605
States,Washington,2021,48,X,1.85919,X,X,X,X,X,X,591,70,31788
States,West Virginia,2021,48,X,1.49379,X,X,X,X,X,X,196,41,13121
States,Wisconsin,2021,48,X,1.35645,X,X,X,X,X,X,302,34,22264
States,Wyoming,2021,48,X,1.44092,X,X,X,X,X,X,45,12,3123
States,Commonwealth of the Northern Mariana Islands,2021,48,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2021,48,X,7.54541,X,X,X,X,X,X,162,7,2147
States,Virgin Islands,2021,48,X,0.778547,X,X,X,X,X,X,9,4,1156
States,New York City,2021,48,X,2.4746,X,X,X,X,X,X,1958,30,79124
States,Alabama,2021,49,X,2.93129,X,X,X,X,X,X,1518,109,51786
States,Alaska,2021,49,X,1.80705,X,X,X,X,X,X,62,12,3431
States,Arizona,2021,49,X,2.19125,X,X,X,X,X,X,239,29,10907
States,Arkansas,2021,49,X,2.9574,X,X,X,X,X,X,520,57,17583
States,California,2021,49,X,1.98793,X,X,X,X,X,X,2345,158,117962
States,Colorado,2021,49,X,2.7036,X,X,X,X,X,X,1134,82,41944
States,Connecticut,2021,49,X,2.5608,X,X,X,X,X,X,1352,77,52796
States,Delaware,2021,49,X,2.06206,X,X,X,X,X,X,212,16,10281
States,District of Columbia,2021,49,X,4.72881,X,X,X,X,X,X,347,4,7338
States,Florida,2021,49,X,3.51363,X,X,X,X,X,X,8522,357,242541
States,Georgia,2021,49,X,3.73272,X,X,X,X,X,X,2806,109,75173
States,Hawaii,2021,49,X,1.66271,X,X,X,X,X,X,28,15,1684
States,Idaho,2021,49,X,1.56972,X,X,X,X,X,X,146,34,9301
States,Illinois,2021,49,X,2.01992,X,X,X,X,X,X,1580,182,78221
States,Indiana,2021,49,X,2.40906,X,X,X,X,X,X,1363,109,56578
States,Iowa,2021,49,X,3.57251,X,X,X,X,X,X,235,17,6578
States,Kansas,2021,49,X,2.30144,X,X,X,X,X,X,408,31,17728
States,Kentucky,2021,49,X,2.50038,X,X,X,X,X,X,975,84,38994
States,Louisiana,2021,49,X,2.07024,X,X,X,X,X,X,893,91,43135
States,Maine,2021,49,X,1.67746,X,X,X,X,X,X,228,52,13592
States,Maryland,2021,49,X,1.90497,X,X,X,X,X,X,178,27,9344
States,Massachusetts,2021,49,X,2.86691,X,X,X,X,X,X,2079,93,72517
States,Michigan,2021,49,X,1.4871,X,X,X,X,X,X,1131,156,76054
States,Minnesota,2021,49,X,4.45226,X,X,X,X,X,X,1709,76,38385
States,Mississippi,2021,49,X,3.45401,X,X,X,X,X,X,478,35,13839
States,Missouri,2021,49,X,2.27098,X,X,X,X,X,X,708,49,31176
States,Montana,2021,49,X,1.18937,X,X,X,X,X,X,77,30,6474
States,Nebraska,2021,49,X,2.8895,X,X,X,X,X,X,421,74,14570
States,Nevada,2021,49,X,2.26864,X,X,X,X,X,X,227,24,10006
States,New Hampshire,2021,49,X,2.10009,X,X,X,X,X,X,47,12,2238
States,New Jersey,2021,49,X,4.52903,X,X,X,X,X,X,1391,35,30713
States,New Mexico,2021,49,X,4.30791,X,X,X,X,X,X,962,42,22331
States,New York,2021,49,X,3.10424,X,X,X,X,X,X,1860,126,59918
States,North Carolina,2021,49,X,2.07274,X,X,X,X,X,X,1969,142,94995
States,North Dakota,2021,49,X,2.7307,X,X,X,X,X,X,87,9,3186
States,Ohio,2021,49,X,3.88302,X,X,X,X,X,X,1888,91,48622
States,Oklahoma,2021,49,X,1.81798,X,X,X,X,X,X,328,22,18042
States,Oregon,2021,49,X,1.496,X,X,X,X,X,X,567,89,37901
States,Pennsylvania,2021,49,X,2.14058,X,X,X,X,X,X,1470,101,68673
States,Rhode Island,2021,49,X,1.74942,X,X,X,X,X,X,235,29,13433
States,South Carolina,2021,49,X,2.97065,X,X,X,X,X,X,1014,40,34134
States,South Dakota,2021,49,X,1.50017,X,X,X,X,X,X,135,31,8999
States,Tennessee,2021,49,X,3.12333,X,X,X,X,X,X,1113,106,35635
States,Texas,2021,49,X,3.07536,X,X,X,X,X,X,1663,74,54075
States,Utah,2021,49,X,2.75002,X,X,X,X,X,X,567,47,20618
States,Vermont,2021,49,X,1.34271,X,X,X,X,X,X,63,13,4692
States,Virginia,2021,49,X,3.03233,X,X,X,X,X,X,3220,163,106189
States,Washington,2021,49,X,1.70823,X,X,X,X,X,X,550,70,32197
States,West Virginia,2021,49,X,1.05948,X,X,X,X,X,X,132,40,12459
States,Wisconsin,2021,49,X,1.33032,X,X,X,X,X,X,277,34,20822
States,Wyoming,2021,49,X,2.00679,X,X,X,X,X,X,65,13,3239
States,Commonwealth of the Northern Mariana Islands,2021,49,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2021,49,X,6.73989,X,X,X,X,X,X,135,7,2003
States,Virgin Islands,2021,49,X,0.374883,X,X,X,X,X,X,4,4,1067
States,New York City,2021,49,X,2.5214,X,X,X,X,X,X,2038,30,80828
States,Alabama,2021,50,X,3.24416,X,X,X,X,X,X,1671,109,51508
States,Alaska,2021,50,X,3.18797,X,X,X,X,X,X,106,12,3325
States,Arizona,2021,50,X,2.45232,X,X,X,X,X,X,252,28,10276
States,Arkansas,2021,50,X,2.63719,X,X,X,X,X,X,433,56,16419
States,California,2021,50,X,2.07135,X,X,X,X,X,X,2366,160,114225
States,Colorado,2021,50,X,2.97717,X,X,X,X,X,X,1226,82,41180
States,Connecticut,2021,50,X,2.53169,X,X,X,X,X,X,1324,72,52297
States,Delaware,2021,50,X,2.31095,X,X,X,X,X,X,235,17,10169
States,District of Columbia,2021,50,X,4.50856,X,X,X,X,X,X,361,4,8007
States,Florida,2021,50,X,4.28708,X,X,X,X,X,X,10761,357,251010
States,Georgia,2021,50,X,4.37392,X,X,X,X,X,X,3506,110,80157
States,Hawaii,2021,50,X,2.01381,X,X,X,X,X,X,35,15,1738
States,Idaho,2021,50,X,1.93641,X,X,X,X,X,X,176,34,9089
States,Illinois,2021,50,X,2.2727,X,X,X,X,X,X,1728,180,76033
States,Indiana,2021,50,X,2.66996,X,X,X,X,X,X,1492,108,55881
States,Iowa,2021,50,X,4.0767,X,X,X,X,X,X,236,16,5789
States,Kansas,2021,50,X,3.87324,X,X,X,X,X,X,407,22,10508
States,Kentucky,2021,50,X,2.62349,X,X,X,X,X,X,973,82,37088
States,Louisiana,2021,50,X,2.43575,X,X,X,X,X,X,1087,91,44627
States,Maine,2021,50,X,1.84996,X,X,X,X,X,X,253,52,13676
States,Maryland,2021,50,X,1.48554,X,X,X,X,X,X,152,26,10232
States,Massachusetts,2021,50,X,2.81543,X,X,X,X,X,X,2050,93,72813
States,Michigan,2021,50,X,1.44868,X,X,X,X,X,X,1061,153,73239
States,Minnesota,2021,50,X,5.02203,X,X,X,X,X,X,1949,76,38809
States,Mississippi,2021,50,X,4.08377,X,X,X,X,X,X,507,32,12415
States,Missouri,2021,50,X,2.99754,X,X,X,X,X,X,818,49,27289
States,Montana,2021,50,X,1.42121,X,X,X,X,X,X,91,30,6403
States,Nebraska,2021,50,X,2.96015,X,X,X,X,X,X,413,74,13952
States,Nevada,2021,50,X,2.47185,X,X,X,X,X,X,259,25,10478
States,New Hampshire,2021,50,X,1.31579,X,X,X,X,X,X,28,12,2128
States,New Jersey,2021,50,X,5.36646,X,X,X,X,X,X,1728,35,32200
States,New Mexico,2021,50,X,4.27427,X,X,X,X,X,X,912,41,21337
States,New York,2021,50,X,3.43446,X,X,X,X,X,X,2083,125,60650
States,North Carolina,2021,50,X,2.02761,X,X,X,X,X,X,1858,142,91635
States,North Dakota,2021,50,X,4.22282,X,X,X,X,X,X,141,9,3339
States,Ohio,2021,50,X,4.8126,X,X,X,X,X,X,2355,89,48934
States,Oklahoma,2021,50,X,3.18911,X,X,X,X,X,X,314,22,9846
States,Oregon,2021,50,X,1.5183,X,X,X,X,X,X,563,89,37081
States,Pennsylvania,2021,50,X,2.27522,X,X,X,X,X,X,1534,101,67422
States,Rhode Island,2021,50,X,1.87231,X,X,X,X,X,X,244,27,13032
States,South Carolina,2021,50,X,3.6395,X,X,X,X,X,X,1224,40,33631
States,South Dakota,2021,50,X,1.953,X,X,X,X,X,X,187,31,9575
States,Tennessee,2021,50,X,3.83763,X,X,X,X,X,X,1350,107,35178
States,Texas,2021,50,X,3.7103,X,X,X,X,X,X,1833,71,49403
States,Utah,2021,50,X,2.96938,X,X,X,X,X,X,607,47,20442
States,Vermont,2021,50,X,1.26664,X,X,X,X,X,X,59,13,4658
States,Virginia,2021,50,X,3.3145,X,X,X,X,X,X,3684,166,111148
States,Washington,2021,50,X,1.75506,X,X,X,X,X,X,592,70,33731
States,West Virginia,2021,50,X,1.39815,X,X,X,X,X,X,195,41,13947
States,Wisconsin,2021,50,X,1.402,X,X,X,X,X,X,297,34,21184
States,Wyoming,2021,50,X,1.73077,X,X,X,X,X,X,54,13,3120
States,Commonwealth of the Northern Mariana Islands,2021,50,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2021,50,X,11.1818,X,X,X,X,X,X,246,8,2200
States,Virgin Islands,2021,50,X,0.508044,X,X,X,X,X,X,6,4,1181
States,New York City,2021,50,X,3.05372,X,X,X,X,X,X,2671,26,87467
States,Alabama,2021,51,X,3.98073,X,X,X,X,X,X,2033,108,51071
States,Alaska,2021,51,X,5.86915,X,X,X,X,X,X,183,12,3118
States,Arizona,2021,51,X,2.65144,X,X,X,X,X,X,253,28,9542
States,Arkansas,2021,51,X,2.90318,X,X,X,X,X,X,445,55,15328
States,California,2021,51,X,3.02313,X,X,X,X,X,X,3243,161,107273
States,Colorado,2021,51,X,3.27527,X,X,X,X,X,X,1224,82,37371
States,Connecticut,2021,51,X,3.02239,X,X,X,X,X,X,1550,72,51284
States,Delaware,2021,51,X,1.86008,X,X,X,X,X,X,180,19,9677
States,District of Columbia,2021,51,X,3.96975,X,X,X,X,X,X,105,1,2645
States,Florida,2021,51,X,5.67392,X,X,X,X,X,X,14194,356,250162
States,Georgia,2021,51,X,6.60335,X,X,X,X,X,X,5437,108,82337
States,Hawaii,2021,51,X,2.37869,X,X,X,X,X,X,25,11,1051
States,Idaho,2021,51,X,2.72698,X,X,X,X,X,X,252,33,9241
States,Illinois,2021,51,X,3.07748,X,X,X,X,X,X,2303,185,74834
States,Indiana,2021,51,X,3.09156,X,X,X,X,X,X,1621,107,52433
States,Iowa,2021,51,X,3.98532,X,X,X,X,X,X,152,15,3814
States,Kansas,2021,51,X,2.92051,X,X,X,X,X,X,424,30,14518
States,Kentucky,2021,51,X,3.24787,X,X,X,X,X,X,1111,81,34207
States,Louisiana,2021,51,X,3.72434,X,X,X,X,X,X,1771,91,47552
States,Maine,2021,51,X,1.95299,X,X,X,X,X,X,226,52,11572
States,Maryland,2021,51,X,1.08499,X,X,X,X,X,X,84,26,7742
States,Massachusetts,2021,51,X,3.46429,X,X,X,X,X,X,2230,92,64371
States,Michigan,2021,51,X,1.82335,X,X,X,X,X,X,1264,151,69323
States,Minnesota,2021,51,X,6.0608,X,X,X,X,X,X,1916,75,31613
States,Mississippi,2021,51,X,4.03131,X,X,X,X,X,X,551,34,13668
States,Missouri,2021,51,X,3.78528,X,X,X,X,X,X,1026,49,27105
States,Montana,2021,51,X,2.28465,X,X,X,X,X,X,135,30,5909
States,Nebraska,2021,51,X,3.82622,X,X,X,X,X,X,502,74,13120
States,Nevada,2021,51,X,3.58827,X,X,X,X,X,X,350,25,9754
States,New Hampshire,2021,51,X,0.542986,X,X,X,X,X,X,6,10,1105
States,New Jersey,2021,51,X,7.92633,X,X,X,X,X,X,2720,36,34316
States,New Mexico,2021,51,X,5.04329,X,X,X,X,X,X,967,41,19174
States,New York,2021,51,X,3.88869,X,X,X,X,X,X,2215,124,56960
States,North Carolina,2021,51,X,2.49851,X,X,X,X,X,X,2175,141,87052
States,North Dakota,2021,51,X,7.59494,X,X,X,X,X,X,252,9,3318
States,Ohio,2021,51,X,5.60027,X,X,X,X,X,X,2359,90,42123
States,Oklahoma,2021,51,X,4.15864,X,X,X,X,X,X,410,23,9859
States,Oregon,2021,51,X,1.81386,X,X,X,X,X,X,633,79,34898
States,Pennsylvania,2021,51,X,2.72487,X,X,X,X,X,X,1781,99,65361
States,Rhode Island,2021,51,X,1.68684,X,X,X,X,X,X,177,26,10493
States,South Carolina,2021,51,X,4.38481,X,X,X,X,X,X,1402,40,31974
States,South Dakota,2021,51,X,2.86567,X,X,X,X,X,X,240,31,8375
States,Tennessee,2021,51,X,5.52269,X,X,X,X,X,X,1830,104,33136
States,Texas,2021,51,X,3.74172,X,X,X,X,X,X,1801,75,48133
States,Utah,2021,51,X,3.55381,X,X,X,X,X,X,598,47,16827
States,Vermont,2021,51,X,1.40812,X,X,X,X,X,X,60,13,4261
States,Virginia,2021,51,X,5.0457,X,X,X,X,X,X,5786,166,114672
States,Washington,2021,51,X,2.14679,X,X,X,X,X,X,678,70,31582
States,West Virginia,2021,51,X,1.45183,X,X,X,X,X,X,148,43,10194
States,Wisconsin,2021,51,X,2.00769,X,X,X,X,X,X,402,34,20023
States,Wyoming,2021,51,X,2.57069,X,X,X,X,X,X,60,11,2334
States,Commonwealth of the Northern Mariana Islands,2021,51,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2021,51,X,14.1573,X,X,X,X,X,X,315,6,2225
States,Virgin Islands,2021,51,X,1.67173,X,X,X,X,X,X,33,4,1974
States,New York City,2021,51,X,4.86339,X,X,X,X,X,X,4338,26,89197
States,Alabama,2021,52,X,5.45509,X,X,X,X,X,X,3445,110,63152
States,Alaska,2021,52,X,3.32727,X,X,X,X,X,X,128,12,3847
States,Arizona,2021,52,X,3.48886,X,X,X,X,X,X,252,18,7223
States,Arkansas,2021,52,X,3.37323,X,X,X,X,X,X,589,54,17461
States,California,2021,52,X,4.33867,X,X,X,X,X,X,5210,160,120083
States,Colorado,2021,52,X,4.09512,X,X,X,X,X,X,1636,82,39950
States,Connecticut,2021,52,X,4.17986,X,X,X,X,X,X,2469,72,59069
States,Delaware,2021,52,X,3.08781,X,X,X,X,X,X,288,14,9327
States,District of Columbia,2021,52,X,5.90112,X,X,X,X,X,X,111,1,1881
States,Florida,2021,52,X,6.76523,X,X,X,X,X,X,20449,356,302266
States,Georgia,2021,52,X,8.12271,X,X,X,X,X,X,8028,107,98834
States,Hawaii,2021,52,X,2.36448,X,X,X,X,X,X,41,13,1734
States,Idaho,2021,52,X,2.71246,X,X,X,X,X,X,233,33,8590
States,Illinois,2021,52,X,3.43731,X,X,X,X,X,X,2929,184,85212
States,Indiana,2021,52,X,3.24352,X,X,X,X,X,X,1849,104,57006
States,Iowa,2021,52,X,4.1841,X,X,X,X,X,X,150,15,3585
States,Kansas,2021,52,X,3.56987,X,X,X,X,X,X,574,30,16079
States,Kentucky,2021,52,X,3.75748,X,X,X,X,X,X,1519,81,40426
States,Louisiana,2021,52,X,4.23887,X,X,X,X,X,X,2840,91,66999
States,Maine,2021,52,X,1.92861,X,X,X,X,X,X,275,52,14259
States,Maryland,2021,52,X,1.97497,X,X,X,X,X,X,142,25,7190
States,Massachusetts,2021,52,X,4.39349,X,X,X,X,X,X,3150,93,71697
States,Michigan,2021,52,X,2.05823,X,X,X,X,X,X,1645,152,79923
States,Minnesota,2021,52,X,6.63971,X,X,X,X,X,X,1839,75,27697
States,Mississippi,2021,52,X,6.29745,X,X,X,X,X,X,1012,33,16070
States,Missouri,2021,52,X,4.34583,X,X,X,X,X,X,1518,49,34930
States,Montana,2021,52,X,3.22985,X,X,X,X,X,X,206,30,6378
States,Nebraska,2021,52,X,5.1965,X,X,X,X,X,X,677,73,13028
States,Nevada,2021,52,X,3.71423,X,X,X,X,X,X,405,25,10904
States,New Hampshire,2021,52,X,0.856164,X,X,X,X,X,X,10,11,1168
States,New Jersey,2021,52,X,9.59632,X,X,X,X,X,X,3233,36,33690
States,New Mexico,2021,52,X,6.36716,X,X,X,X,X,X,1396,40,21925
States,New York,2021,52,X,4.46933,X,X,X,X,X,X,2698,125,60367
States,North Carolina,2021,52,X,3.61623,X,X,X,X,X,X,4036,139,111608
States,North Dakota,2021,52,X,9.60864,X,X,X,X,X,X,329,9,3424
States,Ohio,2021,52,X,5.99767,X,X,X,X,X,X,2827,86,47135
States,Oklahoma,2021,52,X,3.88376,X,X,X,X,X,X,842,21,21680
States,Oregon,2021,52,X,2.63486,X,X,X,X,X,X,992,88,37649
States,Pennsylvania,2021,52,X,3.74898,X,X,X,X,X,X,2852,100,76074
States,Rhode Island,2021,52,X,1.88611,X,X,X,X,X,X,210,24,11134
States,South Carolina,2021,52,X,5.74112,X,X,X,X,X,X,2341,41,40776
States,South Dakota,2021,52,X,3.09136,X,X,X,X,X,X,247,30,7990
States,Tennessee,2021,52,X,5.86288,X,X,X,X,X,X,2373,105,40475
